QUESTION_ID,model_version,checkpoint,dialogue,tone_pair1,approach_pair1,format_pair1,logic_pair1,tone_pair2,approach_pair2,format_pair2,logic_pair2
1,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_1_20250212_204208.json,2,4,4,4,3,3,4,3
2,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_2_20250212_204228.json,2,3,2,3,2,3,2,4
3,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_3_20250212_204250.json,3,4,4,4,3,4,4,4
4,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_4_20250212_204311.json,1,3,2,4,1,2,2,3
5,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_5_20250212_204332.json,1,2,3,2,1,1,3,1
6,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_6_20250212_204351.json,3,2,1,1,3,4,1,3
7,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_7_20250213_013905.json,1,3,2,3,1,3,2,3
8,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_8_20250213_013918.json,1,3,4,4,2,1,4,2
9,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_9_20250213_013931.json,1,1,2,3,3,4,2,4
10,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_10_20250212_212805.json,3,4,2,3,2,3,2,3
11,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_11_20250217_182256.json,1,3,3,3,1,3,2,3
12,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_12_20250217_182313.json,2,4,4,3,1,1,4,3
13,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_13_20250217_182332.json,3,2,3,3,3,2,3,2
14,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_14_20250217_182347.json,1,3,2,3,2,3,2,4
15,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_15_20250217_182405.json,1,2,2,3,2,1,2,2
16,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_16_20250217_182423.json,1,4,3,3,0,3,3,3
17,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_17_20250217_182443.json,1,3,4,3,1,2,4,3
18,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_18_20250217_182505.json,1,2,3,3,2,3,4,4
19,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_19_20250217_182521.json,2,1,3,3,1,2,3,3
20,attention-tuned,checkpoint-100,dialogue_attention-tuned_checkpoint-100_20_20250217_182543.json,3,4,2,3,1,1,2,2
1,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_1_20250212_205054.json,3,4,4,4,3,3,4,3
2,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_2_20250212_205107.json,2,3,4,2,1,2,4,3
3,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_3_20250212_205122.json,3,3,4,3,3,2,4,2
4,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_4_20250212_205140.json,3,4,4,4,4,4,4,4
5,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_5_20250212_205153.json,1,0,3,1,1,0,0,1
6,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_6_20250212_205213.json,3,2,2,3,1,3,1,3
7,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_7_20250213_014406.json,3,4,2,3,3,3,2,4
8,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_8_20250213_014420.json,4,4,3,4,4,4,3,4
9,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_9_20250213_014448.json,3,4,2,4,2,2,2,3
10,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_10_20250213_014502.json,3,2,4,2,3,2,4,3
11,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_11_20250217_183744.json,4,4,4,3,3,3,4,4
12,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_12_20250217_183759.json,4,4,4,4,3,4,4,4
13,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_13_20250217_183818.json,3,4,2,3,3,2,2,3
14,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_14_20250217_183833.json,3,3,2,3,3,3,2,3
15,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_15_20250217_183848.json,3,4,4,3,2,3,3,3
16,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_16_20250217_183902.json,3,4,4,4,3,4,4,4
17,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_17_20250217_183920.json,2,3,3,3,2,3,2,2
18,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_18_20250217_183935.json,3,4,2,3,3,3,2,2
19,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_19_20250217_183952.json,3,4,4,4,3,4,4,4
20,standard-tuned,checkpoint-100,dialogue_standard-tuned_checkpoint-100_20_20250217_184006.json,2,3,4,3,3,4,4,4
1,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_1_20250212_204407.json,3,4,4,4,3,4,4,4
2,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_2_20250212_204427.json,2,4,3,4,4,4,3,4
3,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_3_20250212_204445.json,4,4,4,4,4,4,4,4
4,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_4_20250212_204500.json,3,4,4,3,1,3,4,3
5,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_5_20250212_204514.json,4,3,3,4,4,4,3,4
6,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_6_20250212_204528.json,4,4,4,4,4,3,4,3
7,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_7_20250213_013956.json,4,4,4,4,3,3,4,3
8,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_8_20250213_014015.json,3,4,4,4,3,3,4,3
9,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_9_20250213_014030.json,4,4,3,4,3,4,4,4
10,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_10_20250213_014047.json,3,4,4,4,2,3,4,3
11,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_11_20250217_182602.json,4,4,4,4,3,3,4,4
12,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_12_20250217_182618.json,3,3,4,3,3,4,4,4
13,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_13_20250217_182636.json,3,4,4,4,3,3,4,4
14,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_14_20250217_182657.json,3,4,4,3,3,2,4,3
15,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_15_20250217_182716.json,4,4,4,4,3,4,4,4
16,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_16_20250217_182734.json,4,4,4,4,1,2,4,2
17,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_17_20250217_182751.json,3,4,4,4,3,4,4,4
18,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_18_20250217_182807.json,1,3,1,2,3,4,4,4
19,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_19_20250217_182827.json,4,4,3,4,3,4,3,4
20,attention-tuned,checkpoint-300,dialogue_attention-tuned_checkpoint-300_20_20250217_182844.json,3,4,4,3,4,4,4,4
1,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_1_20250212_205236.json,4,4,4,4,3,3,4,3
2,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_2_20250212_205312.json,3,3,1,1,3,4,3,4
3,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_3_20250212_205338.json,3,2,4,3,4,4,4,4
4,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_4_20250212_205400.json,3,4,4,4,3,3,4,4
5,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_5_20250212_205436.json,4,4,4,4,3,3,4,3
6,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_6_20250212_205459.json,4,4,4,4,3,4,4,4
7,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_7_20250213_014525.json,4,3,4,4,3,4,4,4
8,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_8_20250213_014540.json,4,4,4,4,3,3,4,3
9,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_9_20250213_014607.json,3,4,4,4,2,1,4,1
10,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_10_20250213_014633.json,3,4,4,2,2,3,4,4
11,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_11_20250217_184025.json,4,4,4,4,2,1,1,2
12,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_12_20250217_184043.json,4,4,4,4,3,3,4,3
13,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_13_20250217_184101.json,4,4,4,4,3,3,4,4
14,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_14_20250217_184122.json,3,4,4,4,3,3,4,3
15,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_15_20250217_184151.json,3,4,2,3,3,4,2,4
16,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_16_20250217_184217.json,3,4,4,3,3,4,4,2
17,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_17_20250217_184240.json,4,4,4,4,4,2,4,1
18,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_18_20250217_184300.json,4,4,4,4,3,1,4,1
19,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_19_20250217_184329.json,3,4,1,3,3,4,4,4
20,standard-tuned,checkpoint-300,dialogue_standard-tuned_checkpoint-300_20_20250217_184347.json,4,4,4,4,3,4,4,4
1,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_1_20250212_204541.json,3,4,4,4,2,3,1,3
2,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_2_20250212_204604.json,4,4,4,4,3,3,2,2
3,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_3_20250212_204622.json,4,4,4,4,3,4,4,3
4,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_4_20250212_204640.json,4,4,3,4,4,3,3,3
5,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_5_20250212_204653.json,3,3,4,3,3,4,4,4
6,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_6_20250212_204707.json,4,4,4,4,4,2,4,1
7,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_7_20250213_014101.json,4,4,4,4,4,4,4,4
8,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_8_20250213_014118.json,3,4,4,3,3,4,4,4
9,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_9_20250213_014136.json,3,4,4,4,3,4,4,4
10,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_10_20250213_014154.json,4,3,3,3,3,4,3,4
11,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_11_20250217_182900.json,3,4,4,4,3,4,4,4
12,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_12_20250217_182916.json,4,3,4,4,3,4,4,3
13,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_13_20250217_182937.json,3,4,4,4,3,4,4,4
14,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_14_20250217_182954.json,3,3,4,3,4,4,4,4
15,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_15_20250217_183011.json,3,4,4,3,4,4,4,4
16,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_16_20250217_183030.json,3,4,3,3,3,4,3,4
17,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_17_20250217_183049.json,4,4,3,4,4,4,3,4
18,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_18_20250217_183104.json,3,4,4,4,3,3,4,3
19,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_19_20250217_183122.json,4,4,3,4,3,4,3,4
20,attention-tuned,checkpoint-500,dialogue_attention-tuned_checkpoint-500_20_20250217_183139.json,3,4,4,3,4,4,4,4
1,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_1_20250212_205522.json,2,3,4,3,2,4,4,4
2,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_2_20250212_205540.json,4,4,4,4,3,4,4,4
3,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_3_20250212_205612.json,4,3,4,3,3,4,4,4
4,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_4_20250212_205632.json,4,4,4,4,3,3,4,4
5,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_5_20250212_205705.json,4,4,4,4,3,3,4,4
6,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_6_20250212_205731.json,4,4,4,4,2,1,4,2
7,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_7_20250213_014656.json,2,1,4,1,3,4,4,3
8,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_8_20250213_014729.json,3,4,4,4,3,3,2,3
9,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_9_20250213_014748.json,4,3,4,4,3,2,4,1
10,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_10_20250213_014817.json,4,4,4,4,3,3,2,3
11,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_11_20250217_184405.json,4,4,4,4,3,2,4,2
12,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_12_20250217_184444.json,1,3,4,3,3,4,4,4
13,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_13_20250217_184504.json,4,4,4,4,3,2,4,3
14,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_14_20250217_184536.json,3,4,4,4,3,3,4,3
15,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_15_20250217_184605.json,4,4,3,4,3,3,4,2
16,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_16_20250217_184647.json,3,1,4,2,0,0,4,0
17,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_17_20250217_184726.json,4,4,4,4,3,4,4,4
18,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_18_20250217_184801.json,1,0,4,1,3,4,2,3
19,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_19_20250217_184835.json,2,0,1,0,3,2,4,3
20,standard-tuned,checkpoint-500,dialogue_standard-tuned_checkpoint-500_20_20250217_184858.json,3,4,4,4,3,4,4,4
1,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_1_20250212_204722.json,4,4,4,4,3,4,4,4
2,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_2_20250212_204743.json,4,4,3,4,4,4,3,4
3,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_3_20250212_204802.json,3,4,4,3,4,4,4,4
4,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_4_20250212_204821.json,4,4,3,4,3,4,3,4
5,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_5_20250212_204838.json,3,4,4,3,4,4,4,4
6,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_6_20250212_204857.json,4,4,3,4,2,3,3,3
7,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_7_20250213_014206.json,3,4,4,4,4,4,3,4
8,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_8_20250213_014219.json,4,4,4,4,4,4,3,4
9,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_9_20250213_014235.json,3,3,2,3,3,4,1,4
10,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_10_20250213_014249.json,4,3,4,3,4,4,4,4
11,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_11_20250217_183157.json,3,3,4,3,3,4,4,4
12,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_12_20250217_183218.json,3,4,4,4,3,4,2,4
13,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_13_20250217_183236.json,3,4,4,4,3,2,2,2
14,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_14_20250217_183257.json,3,4,4,3,3,4,4,4
15,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_15_20250217_183314.json,3,4,4,3,3,4,4,4
16,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_16_20250217_183331.json,4,4,4,4,3,4,4,4
17,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_17_20250217_183346.json,3,4,4,4,3,3,4,3
18,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_18_20250217_183401.json,4,4,3,4,4,4,3,4
19,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_19_20250217_183421.json,4,3,4,4,4,3,4,3
20,attention-tuned,checkpoint-700,dialogue_attention-tuned_checkpoint-700_20_20250217_183436.json,4,3,4,4,3,3,2,4
1,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_1_20250212_205811.json,4,4,4,4,3,2,4,2
2,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_2_20250212_205838.json,4,4,4,4,3,4,4,3
3,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_3_20250212_205906.json,3,4,4,4,3,4,4,4
4,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_4_20250212_205938.json,4,4,4,4,3,3,4,3
5,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_5_20250212_210014.json,3,4,4,4,4,3,4,3
6,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_6_20250212_210046.json,4,4,4,4,3,2,4,1
7,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_7_20250213_014840.json,4,4,4,4,2,3,4,4
8,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_8_20250213_014904.json,4,4,4,4,3,3,4,2
9,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_9_20250213_014934.json,3,4,4,3,3,3,2,3
10,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_10_20250213_015001.json,1,2,4,2,4,4,4,4
11,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_11_20250217_184928.json,3,4,4,3,3,4,4,4
12,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_12_20250217_184946.json,3,4,3,3,2,4,4,4
13,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_13_20250217_185009.json,3,4,3,4,3,3,3,2
14,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_14_20250217_185037.json,2,1,3,1,3,4,2,4
15,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_15_20250217_185110.json,3,4,4,4,2,3,2,3
16,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_16_20250217_185139.json,3,3,4,4,2,2,4,2
17,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_17_20250217_185202.json,3,4,4,4,2,3,2,3
18,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_18_20250217_185225.json,3,4,4,4,3,2,4,1
19,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_19_20250217_185253.json,4,4,4,4,2,1,2,1
20,standard-tuned,checkpoint-700,dialogue_standard-tuned_checkpoint-700_20_20250217_185314.json,3,4,4,3,3,3,4,4
1,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_1_20250212_204921.json,3,4,3,3,3,4,2,3
2,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_2_20250212_204936.json,4,4,4,4,4,3,4,3
3,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_3_20250212_204950.json,4,3,4,4,3,4,4,4
4,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_4_20250212_205005.json,4,4,4,4,4,4,4,4
5,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_5_20250212_205022.json,4,4,4,4,4,3,4,3
6,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_6_20250212_205038.json,4,4,4,4,3,3,4,3
7,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_7_20250213_014303.json,4,4,4,4,4,4,3,4
8,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_8_20250213_014316.json,3,3,4,2,4,4,4,4
9,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_9_20250213_014330.json,4,3,4,4,4,4,4,4
10,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_10_20250213_014351.json,3,4,3,4,3,3,4,4
11,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_11_20250217_183456.json,3,4,2,3,1,3,4,3
12,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_12_20250217_183511.json,3,4,4,4,3,4,4,4
13,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_13_20250217_183527.json,3,4,4,3,3,4,4,4
14,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_14_20250217_183543.json,4,3,3,3,4,4,3,4
15,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_15_20250217_183600.json,4,4,4,3,3,3,4,4
16,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_16_20250217_183616.json,3,4,4,3,3,4,4,4
17,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_17_20250217_183633.json,4,4,4,4,3,4,4,4
18,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_18_20250217_183649.json,4,3,4,4,4,3,4,4
19,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_19_20250217_183710.json,4,4,4,4,3,4,4,3
20,attention-tuned,checkpoint-990,dialogue_attention-tuned_checkpoint-990_20_20250217_183728.json,4,4,4,4,4,4,3,4
1,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_1_20250212_210110.json,4,3,4,4,3,4,4,4
2,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_2_20250212_210142.json,3,4,4,4,3,3,4,3
3,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_3_20250212_210207.json,3,4,4,3,4,4,4,4
4,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_4_20250212_210231.json,4,4,4,4,3,2,4,2
5,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_5_20250212_210302.json,2,3,4,3,3,4,4,4
6,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_6_20250212_210332.json,4,4,4,4,3,3,4,3
7,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_7_20250213_015021.json,4,4,4,4,3,3,4,4
8,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_8_20250213_015040.json,1,3,1,2,3,4,4,4
9,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_9_20250213_015110.json,3,4,4,4,3,3,2,3
10,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_10_20250213_015144.json,4,4,4,4,3,3,4,3
11,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_11_20250217_185347.json,3,4,4,3,3,1,4,1
12,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_12_20250217_185406.json,3,2,4,1,3,4,4,3
13,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_13_20250217_185442.json,3,3,2,2,3,1,4,2
14,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_14_20250217_185505.json,3,4,4,4,3,4,4,4
15,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_15_20250217_185528.json,4,3,4,4,4,4,4,4
16,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_16_20250217_185550.json,3,4,4,4,4,4,4,4
17,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_17_20250217_185628.json,3,4,3,4,3,2,4,2
18,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_18_20250217_185649.json,4,4,4,4,4,4,4,4
19,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_19_20250217_185712.json,3,4,2,3,3,3,2,3
20,standard-tuned,checkpoint-990,dialogue_standard-tuned_checkpoint-990_20_20250217_185740.json,4,3,4,4,3,0,4,0
1,base,base,dialogue_base_default_1_20250212_212851.json,2,4,3,3,2,4,3,4
2,base,base,dialogue_base_default_2_20250212_212915.json,2,3,3,3,1,3,1,2
3,base,base,dialogue_base_default_3_20250212_212952.json,2,4,4,4,3,4,3,4
4,base,base,dialogue_base_default_4_20250212_213016.json,3,4,3,4,2,3,2,3
5,base,base,dialogue_base_default_5_20250212_213045.json,3,4,2,3,3,4,2,4
6,base,base,dialogue_base_default_6_20250212_213104.json,2,4,4,4,2,3,3,4
7,base,base,dialogue_base_default_7_20250212_213125.json,2,4,4,4,2,4,4,4
8,base,base,dialogue_base_default_8_20250212_213158.json,2,4,4,4,2,4,3,4
9,base,base,dialogue_base_default_9_20250212_213225.json,2,4,4,4,2,3,3,4
10,base,base,dialogue_base_default_10_20250212_213259.json,2,3,2,3,2,4,2,4
11,base,base,dialogue_base_default_11_20250218_024151.json,3,4,4,4,3,3,3,4
12,base,base,dialogue_base_default_12_20250218_024210.json,2,3,4,3,3,4,4,4
13,base,base,dialogue_base_default_13_20250218_024226.json,3,4,4,3,2,4,4,4
14,base,base,dialogue_base_default_14_20250218_024242.json,1,3,4,3,3,4,4,4
15,base,base,dialogue_base_default_15_20250218_024257.json,1,3,4,3,1,4,4,4
16,base,base,dialogue_base_default_16_20250218_024312.json,1,3,3,3,1,4,3,4
17,base,base,dialogue_base_default_17_20250218_024328.json,3,4,4,3,2,3,3,3
18,base,base,dialogue_base_default_18_20250218_024342.json,1,3,3,3,1,4,3,4
19,base,base,dialogue_base_default_19_20250218_024358.json,3,4,4,4,3,4,4,4
20,base,base,dialogue_base_default_20_20250218_024413.json,2,4,4,3,3,4,4,4
